DAUID,Population,Population Density per Square Kilometre,Land Area in Square Kilometre
35204532,442,21148.3,0.02
35204533,1172,36510.9,0.03
35204534,413,12477.3,0.03
35204535,1544,34618.8,0.04
35204536,806,29097.5,0.03
35204537,685,15856.5,0.04
35204538,493,5666.7,0.09
35204539,528,9166.7,0.06
35204540,570,4802,0.12
35204541,586,7571.1,0.08
35204542,402,8056.1,0.05
35204543,1384,16378.7,0.08
35204544,578,21328.4,0.03
35204545,484,21511.1,0.02
35204546,484,8963,0.05
35204547,486,9328.2,0.05
35204548,1043,19208.1,0.05
35204549,385,2480.7,0.16
35204550,445,8989.9,0.05
35204551,379,7766.4,0.05
35204552,450,3826.5,0.12
35204553,422,7116.4,0.06
35204554,517,7140.9,0.07
35204555,554,2425.6,0.23
35204556,518,9829.2,0.05
35204557,435,8381.5,0.05
35204558,767,41912.6,0.02
35204559,448,2238.9,0.2
35204560,536,8145.9,0.07
35204561,598,10932.4,0.05
35204562,495,10040.6,0.05
35204563,1478,40054.2,0.04
35204564,2805,79687.5,0.04
35204565,1711,75708,0.02
35204566,444,31267.6,0.01
35204567,6837,95890.6,0.07
35204568,657,9549.4,0.07
35204569,602,10807.9,0.06
35204570,509,13573.3,0.04
35204571,828,17617,0.05
35204572,401,8642.2,0.05
35204573,570,11752.6,0.05
35204574,1411,9033.3,0.16
35204575,579,10284.2,0.06
35204576,564,6423.7,0.09
35204577,601,8301.1,0.07
35204578,2410,58072.3,0.04
35204579,1537,56507.4,0.03
35204580,922,37327.9,0.02
35204581,1068,25489.3,0.04
35204582,715,26094.9,0.03
35204583,610,16531.2,0.04
35204584,2133,56279.7,0.04
35204585,862,25578.6,0.03
35204586,913,19020.8,0.05
35204587,392,44545.5,0.01
35204589,1150,36050.2,0.03
35204590,878,28786.9,0.03
35204591,1232,44000,0.03
35204592,1817,40110.4,0.05
35204593,1575,61046.5,0.03
35204594,2102,105100,0.02
35204595,1142,109807.7,0.01
35204596,667,50530.3,0.01
35204597,539,73835.6,0.01
35204598,793,23255.1,0.03
35204599,298,35903.6,0.01
35204600,896,42065.7,0.02
35204601,543,120666.7,0
35204602,1930,18539.9,0.1
35204603,921,14061.1,0.07
35204605,1177,92677.2,0.01
35204606,4204,68357.7,0.06
35204607,1608,24216.9,0.07
35204608,867,19794.5,0.04
35204609,284,1837,0.15
35204610,942,79159.7,0.01
35204611,777,65847.5,0.01
35204612,810,21832.9,0.04
35204613,1291,72937.9,0.02
35204614,1282,87808.2,0.01
35204615,3548,21847.3,0.16
35204616,1648,5312.7,0.31
35204617,1002,5960.7,0.17
35204618,1107,61160.2,0.02
35204620,1631,53127,0.03
35204621,637,35988.7,0.02
35204622,525,30172.4,0.02
35204623,880,18526.3,0.05
35204624,1467,83828.6,0.02
35204625,394,9184.1,0.04
35204626,387,6471.6,0.06
35204627,392,8909.1,0.04
35204628,352,6353.8,0.06
35204629,526,7108.1,0.07
35204630,369,5241.5,0.07
35204631,583,10156.8,0.06
35204632,468,4530.5,0.1
35204633,1999,16252,0.12
35204634,599,87.8,6.82
35204635,672,3658.1,0.18
35204636,642,6331.4,0.1
35204637,521,6037.1,0.09
35204638,531,8119.3,0.07
35204639,594,7388.1,0.08
35204640,479,6464.2,0.07
35204641,641,5346.1,0.12
35204642,573,4075.4,0.14
35204643,456,6221,0.07
35204644,489,5941.7,0.08
35204645,485,3668.7,0.13
35204646,401,8389.1,0.05
35204647,568,23865.5,0.02
35204648,820,9141.6,0.09
35204649,537,2830.8,0.19
35204650,3073,25292.2,0.12
35204652,1088,46695.3,0.02
35204653,3003,49801,0.06
35204655,1549,42092.4,0.04
35204656,798,15616.4,0.05
35204657,1831,16555.2,0.11
35204658,327,10582.5,0.03
35204659,615,13945.6,0.04
35204660,325,10483.9,0.03
35204661,1188,12969.4,0.09
35204662,846,20484.3,0.04
35204663,486,10340.4,0.05
35204664,601,12706.1,0.05
35204665,571,12253.2,0.05
35204667,413,5874.8,0.07
35204668,1201,21446.4,0.06
35204669,514,31925.5,0.02
35204670,1150,8190.9,0.14
35204671,422,12522.3,0.03
35204672,794,2069.3,0.38
35204673,584,4180.4,0.14
35204674,544,3646.1,0.15
35204675,1556,5469.2,0.28
35204676,8524,44721.9,0.19
35204678,446,5132.3,0.09
35204679,389,6615.6,0.06
35204680,639,2322.8,0.28
35204681,439,5263.8,0.08
35204682,506,5024.8,0.1
35204683,443,5828.9,0.08
35204684,608,10876.6,0.06
35204685,439,4525.8,0.1
35204686,515,5094,0.1
35204687,374,6360.5,0.06
35204688,657,13326.6,0.05
35204689,824,15316,0.05
35204690,1049,7126.4,0.15
35204692,585,8227.8,0.07
35204693,547,7534.4,0.07
35204695,479,949.8,0.5
35204696,649,4300.9,0.15
35204697,553,19268.3,0.03
35204698,669,1321.4,0.51
35204699,581,57524.8,0.01
35204700,1234,12708.5,0.1
35204701,144,193.3,0.74
35204704,1594,22804,0.07
35204705,354,3387.6,0.1
35204707,1837,12022.3,0.15
35204708,250,3034,0.08
35204709,384,2587.6,0.15
35204710,1213,368.8,3.29
35204711,1974,4242.4,0.47
35204712,1303,1923.2,0.68
35204714,1140,3738.9,0.3
35204715,1267,6027.6,0.21
35204716,1277,5700.9,0.22
35204717,827,2111.3,0.39
35204718,915,2133.4,0.43
35204719,831,6132.8,0.14
35204720,969,7269.3,0.13
35204721,763,8266.5,0.09
35204722,1403,2877.9,0.49
35204723,888,1026.8,0.86
35204725,607,286.5,2.12
35204726,476,10370.4,0.05
35204727,795,9778.6,0.08
35204728,545,9646,0.06
35204729,583,11320.4,0.05
35204730,524,13265.8,0.04
35204731,580,14536.3,0.04
35204732,645,10287.1,0.06
35204733,792,45.5,17.41
35204734,963,13956.5,0.07
35204735,776,18520.3,0.04
35204736,892,2942,0.3
35204737,1513,5801.4,0.26
35204738,3850,31870.9,0.12
35204739,529,4880.1,0.11
35204740,1376,16245.6,0.08
35204741,346,5118.3,0.07
35204742,1539,15283,0.1
35204743,721,374.8,1.92
35204744,578,4533.3,0.13
35204745,1097,3505.9,0.31
35204746,1571,4639.7,0.34
35204747,1437,7159.9,0.2
35204748,889,23394.7,0.04
35204749,1168,35287,0.03
35204750,553,983.5,0.56
35204751,535,11810.2,0.05
35204752,682,8868.7,0.08
35204753,528,11972.8,0.04
35204754,1939,53269.2,0.04
35204755,1124,39717.3,0.03
35204756,874,18876.9,0.05
35204757,777,7316.4,0.11
35204758,911,43588.5,0.02
35204759,731,33379,0.02
35204760,1719,673.1,2.55
35204761,1194,5280.8,0.23
35204762,790,4550.7,0.17
35204763,6959,15331.6,0.45
35204764,119,896.1,0.13
35204765,2108,27700.4,0.08
35204766,618,6236.1,0.1
35204767,1241,40032.3,0.03
35204768,962,14084.9,0.07
35204769,1518,1928.6,0.79
35204770,1162,6227.2,0.19
35204771,724,1358.3,0.53
35204772,2093,31145.8,0.07
35204773,682,6160.8,0.11
35204774,1004,26631.3,0.04
35204775,684,10239.5,0.07
35204776,1045,31666.7,0.03
35204777,1174,31474.5,0.04
35204778,686,4708.3,0.15
35204779,375,4208.8,0.09
35204780,1042,2824.6,0.37
35204781,704,1959.4,0.36
35204785,671,2465.1,0.27
35204786,832,3455.1,0.24
35204787,509,10806.8,0.05
35204788,1048,5664.9,0.19
35204789,1434,38967.4,0.04
35204790,0,0,0.02
35204791,948,3779.9,0.25
35204793,1956,975.8,2
35204797,889,12313,0.07
35204798,953,11094.3,0.09
35204799,2283,5099.4,0.45
35204800,408,1103.3,0.37
35204801,518,11799.5,0.04
35204802,1120,8075,0.14
35204803,1125,26722.1,0.04
35204805,698,5072.7,0.14
35204806,286,5685.9,0.05
35204807,1223,25966,0.05
35204808,776,17399.1,0.04
35204809,752,10561.8,0.07
35204810,781,5730,0.14
35204811,1023,18667.9,0.05
35204812,617,11685.6,0.05
35204813,1001,13545.3,0.07
35204814,864,26102.7,0.03
35204815,1183,42099.6,0.03
35204816,1182,40204.1,0.03
35204817,1385,28439.4,0.05
35204819,7611,36105.3,0.21
35204820,3053,56959,0.05
35204821,2092,18175.5,0.12
35204822,1983,52460.3,0.04
35204823,827,36113.5,0.02
35204824,1419,72398,0.02
35204825,1105,19454.2,0.06
35204826,3623,10998.8,0.33
35204828,1260,77777.8,0.02
35204829,829,28784.7,0.03
35204830,1380,25842.7,0.05
35204831,470,25268.8,0.02
35204832,1837,41373.9,0.04
35204835,870,5930.5,0.15
35204836,385,5895.9,0.07
35204837,495,8418.4,0.06
35204838,849,41014.5,0.02
35204839,1597,27677.6,0.06
35204840,545,2180,0.25
35204841,1629,18469.4,0.09
35204842,5092,61871.2,0.08
35204843,3025,25810.6,0.12
35204844,2513,35000,0.07
35204845,3878,24283,0.16
35204846,1633,52006.4,0.03
35204847,1332,93146.9,0.01
35204848,884,17751,0.05
35204851,780,16846.7,0.05
35204852,732,5528.7,0.13
35204853,371,2387.4,0.16
35204854,0,0,0.05
35204855,646,1145,0.56
35204856,1533,2030.7,0.75
35204857,1197,1743.1,0.69
35204858,887,47433.2,0.02
35204859,1340,100000,0.01
35204860,0,0,0.06
35204861,576,8753.8,0.07
35204862,990,42489.3,0.02
35204863,1634,70431,0.02
35204864,1498,33437.5,0.04
35204865,1186,33597.7,0.04
35204866,648,2971.1,0.22
35204867,733,20532.2,0.04
35204869,303,14926.1,0.02
35204870,2292,21933,0.1
35204871,2325,42272.7,0.06
35204872,3863,25822.2,0.15
35204873,1582,1048.5,1.51
35204876,691,106307.7,0.01
35204877,345,28278.7,0.01
35204878,0,0,0.03
35204879,1075,15579.7,0.07
35204880,1750,24578.7,0.07
35204881,498,10462.2,0.05
35204882,1725,65589.4,0.03
35204883,2033,53641.2,0.04
35204884,509,2608.9,0.2
35204885,3417,46936.8,0.07
35204886,423,13914.5,0.03
35204887,1229,3890.5,0.32
35204888,1700,27463.7,0.06
35204889,353,12089,0.03
35204890,398,982.5,0.41
35204891,1981,655,3.02
35204892,160,1328.9,0.12
35204893,287,2101,0.14
35204894,4877,25048.8,0.19
35204895,2453,20683,0.12
35204896,1711,10496.9,0.16
35204897,2036,34684.8,0.06
35204898,1617,7101.4,0.23
35204899,0,0,0.05
35204900,4731,83439.2,0.06
35204901,1373,4665.3,0.29
35204902,1888,94874.4,0.02
35204903,4366,6940.1,0.63
35204904,626,6978.8,0.09
35204905,4298,3948.9,1.09
35204906,1343,7174.1,0.19
35204908,4255,45654.5,0.09
35204909,1729,38507.8,0.04
35204910,980,2886.6,0.34
35204911,280,5932.2,0.05
35204912,2029,15740.9,0.13
35204913,439,2552.3,0.17
35204915,604,3231.7,0.19
35204916,904,11092,0.08
35204918,1264,34254.7,0.04
35204919,633,3296.9,0.19
35204920,297,4079.7,0.07
35204922,4787,5964.4,0.8
35204923,1678,17832.1,0.09
35204924,558,9000,0.06
35204925,2108,5815.2,0.36
35204926,640,3867.1,0.17
35204927,2299,29361.4,0.08
35204928,2193,21734.4,0.1
35204930,3110,23105.5,0.13
35204935,4711,34512.8,0.14
35204936,2269,13652.2,0.17
35204937,1174,12516,0.09
35204939,885,1561.1,0.57
35204940,3674,4442.6,0.83
35204941,699,14092.7,0.05
35204942,1456,53726.9,0.03
35204944,2168,30971.4,0.07
35204945,806,2702.9,0.3
35204949,3670,9403,0.39
35204950,520,4244.9,0.12
35204951,530,2643.4,0.2
35204952,574,2438.4,0.24
35204954,2539,936.5,2.71
35204956,3198,27688.3,0.12
35204957,434,2623.9,0.17
35204958,645,3921,0.16
35204960,1852,20307,0.09
35204965,981,34300.7,0.03
35204966,690,34328.4,0.02
35204968,792,18291,0.04
35204969,1393,26432.6,0.05
35204970,681,4183,0.16
35204977,1175,15835.6,0.07
35204978,1144,14462.7,0.08
35204979,1580,17155.3,0.09
35204981,1641,2072,0.79
35204982,948,3486.6,0.27
35204984,844,938.8,0.9
35204985,3298,30938.1,0.11
35204986,1022,826.5,1.24
35204987,1252,1020.5,1.23
35204988,1301,3952,0.33
35204989,2418,2020.4,1.2
35204990,560,2281.1,0.25
35204991,2258,24123.9,0.09
35204992,1267,5790.7,0.22
35204993,1760,40646.7,0.04
35204994,917,12736.1,0.07
35204995,1212,17693.4,0.07
35204996,334,7590.9,0.04
35204997,1165,44807.7,0.03
35204998,730,19160.1,0.04
35204999,1701,29027.3,0.06
35205000,412,4582.9,0.09
35205001,2375,8237.9,0.29
35205002,2774,10065.3,0.28
35205003,1315,11825.5,0.11
35205004,1117,1946.3,0.57
35205005,998,25202,0.04
35205006,763,5873.7,0.13
35205007,1935,28967.1,0.07
35205008,948,27638.5,0.03
35205009,1639,28906.5,0.06
35205010,624,929.8,0.67
35205011,2385,40699.7,0.06
35205012,1050,47945.2,0.02
35205013,1360,38746.4,0.04
35205014,1869,21757.9,0.09
35205015,1030,21063.4,0.05
35205016,1090,13053.9,0.08
35205017,1221,11842.9,0.1
35205018,819,17843.1,0.05
35205019,1307,18382.6,0.07
35205020,1389,25865.9,0.05
35205021,1325,20542.6,0.06
35205022,1361,12076.3,0.11
35205023,1940,17620.3,0.11
35205024,954,17536.8,0.05
35205025,775,19770.4,0.04
35205026,500,4721.4,0.11
35205027,1849,18127.5,0.1
35205028,3464,16440.4,0.21
35205029,1032,9381.8,0.11
35205030,3752,22293.5,0.17
35205032,2569,31253,0.08
35205033,2781,57458.7,0.05
35205034,862,4669.6,0.18
35205035,911,21385,0.04
35205036,1806,65672.7,0.03
35205037,3961,27260.8,0.15
35205038,2110,23060.1,0.09
35205039,1190,18564.7,0.06
35205040,709,14648.8,0.05
35205041,1561,18784.6,0.08
35205043,1597,29089.3,0.05
35205044,1403,3972.3,0.35
35205047,2406,47084.1,0.05
35205048,714,10546.5,0.07
35205049,1019,645.1,1.58
35205051,2006,36472.7,0.06
35205052,678,3896.6,0.17
35205053,1515,6186.2,0.24
35205054,1393,5409.7,0.26
35205055,434,6477.6,0.07
35205057,2139,27179.2,0.08
35205059,1142,8535.1,0.13
35205060,2300,94650.2,0.02
35205061,790,25000,0.03
35205062,1489,14127.1,0.11
35205063,2650,26903.6,0.1
35205064,1565,26706.5,0.06
35205065,1700,38548.8,0.04
35205066,2158,24776.1,0.09
35205067,1955,5318.3,0.37
35205068,1137,3979.7,0.29
35205069,1323,71902.2,0.02
3521,1451022,1163.2,1247.45
35210001,1100,59,18.66
35210002,494,123.5,4
35210003,950,195.8,4.85
35210004,685,80.5,8.51
35210011,430,33.1,12.98
35210013,604,42.4,14.26
35210014,373,32.5,11.47
35210015,883,57.2,15.44
35210017,847,42.6,19.87
35210018,794,23.8,33.36
35210019,508,30.2,16.85
35210023,937,343.3,2.73
35210024,400,5908.4,0.07
35210025,250,6578.9,0.04
35210026,560,7329.8,0.08
35210027,945,2945.8,0.32
35210028,482,1063.1,0.45
35210029,577,5960.7,0.1
35210030,790,3865,0.2
35210031,325,7593.5,0.04
35210032,490,6132.7,0.08
35210033,721,4989.6,0.14
35210034,548,6477.5,0.08
35210035,240,6091.4,0.04
35210036,452,6375.2,0.07
35210037,233,2470.8,0.09
35210041,437,6980.8,0.06
35210042,612,5671.9,0.11
35210043,965,8442.7,0.11
35210044,447,7084,0.06
35210045,385,9796.4,0.04
35210046,567,8437.5,0.07
35210047,383,8326.1,0.05
35210048,723,7074.4,0.1
35210049,564,4269.5,0.13
35210050,260,6451.6,0.04
35210051,418,8180,0.05
35210052,529,5409,0.1
35210053,635,4638.4,0.14
35210054,329,9063.4,0.04
35210055,398,8596.1,0.05
35210057,425,11455.5,0.04
35210058,504,7169.3,0.07
35210059,555,3900.2,0.14
35210060,706,4978.8,0.14
35210061,605,7002.3,0.09
35210063,266,6945.2,0.04
35210065,583,7135.9,0.08
35210066,441,2645.5,0.17
35210067,497,10574.5,0.05
35210068,514,10597.9,0.05
35210069,854,4418,0.19
35210070,409,9715,0.04
35210071,316,10160.8,0.03
35210072,357,2232.6,0.16
35210073,754,4614.4,0.16
35210074,366,6009.9,0.06
35210075,507,2996.5,0.17
35210076,426,4022.7,0.11
35210077,315,4493.6,0.07
35210078,652,4267,0.15
35210079,1163,2646.8,0.44
35210080,873,7191.1,0.12
35210081,714,6358,0.11
35210082,947,1237.1,0.77
35210083,1276,4748.8,0.27
35210090,640,7289.3,0.09
35210094,0,0,0.03
35210095,1649,6703.3,0.25
35210096,236,5784.3,0.04
35210097,628,3607.1,0.17
35210098,336,6461.5,0.05
35210099,889,6729.8,0.13
35210100,559,2982.9,0.19
35210104,223,2379.9,0.09
35210105,614,2842.6,0.22
35210106,363,3226.7,0.11
35210107,408,3445.9,0.12
35210108,523,6160.2,0.08
35210109,404,150.9,2.68
35210110,1003,4473.7,0.22
35210111,679,3911.3,0.17
35210112,595,5856.3,0.1
35210113,1218,3820.6,0.32
35210114,304,6652.1,0.05
35210115,1842,534.4,3.45
35210116,646,3884.5,0.17
35210117,885,3606.4,0.25
35210118,590,4100.1,0.14
35210119,741,4887.9,0.15
35210120,261,9560.4,0.03
35210121,425,3689.2,0.12
35210122,417,5815.9,0.07
35210124,613,5463.5,0.11
35210125,596,11686.3,0.05
35210130,1024,2900.8,0.35
35210131,711,2006.8,0.35
35210132,708,4739,0.15
35210133,953,6120.7,0.16
35210145,463,2715.5,0.17
35210146,533,1844.9,0.29
35210147,496,1728.8,0.29
35210148,290,5697.4,0.05
35210151,709,2591.4,0.27
35210152,581,8383.8,0.07
35210153,566,3625.9,0.16
35210154,298,5008.4,0.06
35210155,496,5541.9,0.09
35210156,418,4883.2,0.09
35210157,423,6086.3,0.07
35210158,604,3765.6,0.16
35210159,545,5891.9,0.09
35210160,296,5606.1,0.05
35210161,1043,5145.5,0.2
35210162,917,8180.2,0.11
35210163,435,9157.9,0.05
35210164,792,6163.4,0.13
35210165,412,8142.3,0.05
35210166,380,3769.8,0.1
35210167,675,6547,0.1
35210168,1331,2906.1,0.46
35210169,509,4046.1,0.13
35210170,611,5626.2,0.11
35210171,603,4404.7,0.14
35210172,474,5313.9,0.09
35210173,509,6795.7,0.07
35210174,490,4235.1,0.12
35210175,535,4668.4,0.11
35210176,1259,2186.5,0.58
35210177,474,5069.5,0.09
35210178,491,4500.5,0.11
35210179,566,4278.2,0.13
35210180,463,3871.2,0.12
35210181,846,2997.9,0.28
35210182,1025,5853.8,0.18
35210183,518,2642.9,0.2
35210186,287,3646.8,0.08
35210187,425,2781.4,0.15
35210188,470,2259.6,0.21
35210189,1657,7204.3,0.23
35210190,441,6774.2,0.07
35210191,301,3106.3,0.1
35210192,753,4244.6,0.18
35210193,382,2692,0.14
35210194,902,4432.4,0.2
35210195,596,2789,0.21
35210198,435,4503.1,0.1
35210199,618,5988.4,0.1
35210204,340,6614.8,0.05
35210205,450,4756.9,0.09
35210206,581,7788.2,0.07
35210207,684,3411.5,0.2
35210208,623,5065,0.12
35210209,669,9940.6,0.07
35210210,548,10558.8,0.05
35210211,923,4405.7,0.21
35210212,741,9379.7,0.08
35210213,1019,5315.6,0.19
35210214,458,8252.3,0.06
35210215,680,7962.5,0.09
35210216,660,7710.3,0.09
35210217,692,9705.5,0.07
35210218,645,5503.4,0.12
35210219,387,6515.2,0.06
35210220,395,8161.2,0.05
35210221,467,5994.9,0.08
35210222,489,4498.6,0.11
35210223,308,5579.7,0.06
35210224,703,2269.9,0.31
35210225,630,8762.2,0.07
35210226,687,1949.5,0.35
35210227,484,3601.2,0.13
35210228,398,5467,0.07
35210229,607,1061.9,0.57
35210231,819,2500.8,0.33
35210233,653,7953.7,0.08
35210234,1561,7923.9,0.2
35210239,1081,690.4,1.57
35210240,533,5292.9,0.1
35210241,1192,5272,0.23
35210242,601,1065.4,0.56
35210243,648,1695.4,0.38
35210244,473,1533.2,0.31
35210245,326,4585.1,0.07
35210246,408,5461.8,0.07
35210247,556,3564.1,0.16
35210248,346,3945.3,0.09
35210249,934,4364.5,0.21
35210252,403,6228.7,0.06
35210253,337,5750.9,0.06
35210255,480,5769.2,0.08
35210256,1030,824.9,1.25
35210261,650,174.1,3.73
35210262,1294,2216.5,0.58
35210263,612,7678.8,0.08
35210264,1461,6575.2,0.22
35210265,368,4711.9,0.08
35210266,555,5206.4,0.11
35210267,597,2840.2,0.21
35210268,340,5944.1,0.06
35210269,912,6867.5,0.13
35210270,377,7510,0.05
35210271,631,5664.3,0.11
35210272,639,6513.8,0.1
35210273,1082,5958.1,0.18
35210274,746,7452.5,0.1
35210275,332,7296.7,0.05
35210276,462,2432.9,0.19
35210277,645,7166.7,0.09
35210278,357,5400.9,0.07
35210279,652,3541.6,0.18
35210280,640,5844.7,0.11
35210281,423,5423.1,0.08
35210282,464,4276.5,0.11
35210293,864,2058.6,0.42
35210294,319,5238.1,0.06
35210295,579,2740.2,0.21
35210296,933,5748.6,0.16
35210298,347,2673.3,0.13
35210299,361,2491.4,0.14
35210300,462,5060.2,0.09
35210301,323,3010.3,0.11
35210302,576,6713.3,0.09
35210303,469,5877.2,0.08
35210304,579,3200.7,0.18
35210305,539,3957.4,0.14
35210306,404,3076.9,0.13
35210307,496,3015.2,0.16
35210308,528,3348.1,0.16
35210309,502,3015,0.17
35210310,529,1795,0.29
35210311,445,3644.6,0.12
35210312,576,3414.3,0.17
35210313,602,4540,0.13
35210314,357,4791.9,0.07
35210315,361,2312.6,0.16
35210316,346,5805.4,0.06
35210317,250,5230.1,0.05
35210318,769,1849.4,0.42
35210319,240,4908,0.05
35210320,485,1882,0.26
35210321,270,4530.2,0.06
35210322,579,1555.6,0.37
35210323,427,4586.5,0.09
35210324,1306,5158,0.25
35210326,562,3008.6,0.19
35210327,409,2420.1,0.17
35210328,652,4787.1,0.14
35210329,681,5417.7,0.13
35210330,635,3864.9,0.16
35210331,1093,12709.3,0.09
35210332,314,2811.1,0.11
35210333,648,11153.2,0.06
35210334,304,3597.6,0.08
35210335,249,3155.9,0.08
35210338,1063,20286.3,0.05
35210345,547,512.5,1.07
35210346,457,2166.9,0.21
35210347,467,1700,0.27
35210348,430,2032.1,0.21
35210349,535,2805.5,0.19
35210350,405,1396.1,0.29
35210351,708,541,1.31
35210352,575,2049.9,0.28
35210353,1232,1232,1
35210354,339,2632,0.13
35210355,432,3023.1,0.14
35210356,557,2129.2,0.26
35210357,588,4027.4,0.15
35210358,765,1120.2,0.68
35210359,384,1815.6,0.21
35210360,639,2841.3,0.22
35210361,444,2742.4,0.16
35210362,523,2079.5,0.25
35210363,365,2246.2,0.16
35210364,259,3158.5,0.08
35210365,919,4196.3,0.22
35210368,358,3281.4,0.11
35210369,623,1738.8,0.36
35210370,384,2842.3,0.14
35210371,551,4318.2,0.13
35210372,637,5718.1,0.11
35210373,512,2485.4,0.21
35210374,816,8671.6,0.09
35210375,511,17205.4,0.03
35210376,421,28639.5,0.01
35210377,642,11322.8,0.06
35210378,528,21908.7,0.02
35210379,353,20643.3,0.02
35210380,277,8268.7,0.03
35210381,790,3776.3,0.21
35210384,419,697.6,0.6
35210385,1184,3804.6,0.31
35210386,469,3582.9,0.13
35210387,465,5059.8,0.09
35210388,511,2164.3,0.24
35210389,604,7259.6,0.08
35210390,665,6551.7,0.1
35210391,258,6973,0.04
35210392,868,3395.9,0.26
35210393,446,3328.4,0.13
35210394,735,2207.2,0.33
35210395,464,1764.3,0.26
35210396,1223,2431.4,0.5
35210397,336,7450.1,0.05
35210398,388,6867.3,0.06
35210399,600,1117.3,0.54
35210400,810,1586.4,0.51
35210401,477,799.5,0.6
35210402,609,1978.6,0.31
35210403,448,2269.5,0.2
35210404,378,1824.3,0.21
35210405,457,2557.4,0.18
35210406,450,1583.4,0.28
35210407,433,3231.3,0.13
