DAUID,Residential instability Scores,Ethno-cultural composition Scores,Economic dependency Scores,Situational vulnerability Scores
12090337,1.686,-0.407,-0.055,-0.674
12090340,1.477,-0.428,-1.78,-0.573
12090341,1.671,-0.401,-1.159,-0.27
12090342,2.892,-0.814,1.887,0.19
12090343,2.391,1.578,-1.764,0.151
12090344,2.237,3.337,1.314,2.188
12090345,1.452,2.391,0.361,2.077
12090346,2.837,0.105,0.948,1.522
12090347,2.328,-0.155,-1.201,0.265
12090348,4.733,-1.851,3.809,0.04
12090349,1.06,-0.958,-1.778,-0.422
12090350,1.678,-0.572,-0.178,-0.2
12090351,1.995,0.047,-0.968,-0.809
12090355,1.899,-0.43,-1.133,-0.845
12090356,1.429,0.473,-0.733,1.219
12090357,2.3,-0.305,-2.358,-0.853
12090358,1.64,-0.738,-0.862,-0.208
12090359,2.708,1.643,-2.176,-0.573
12090362,0.92,-0.493,-1.16,0.094
12090365,-0.055,-0.978,-0.546,-0.492
12090366,1.603,-0.723,-0.459,-1.008
12090367,0.764,-0.872,-0.194,0.675
12090368,0.011,-0.517,0.003,0.802
12090369,1.111,-0.154,-0.232,1.614
12090370,0.913,-0.432,0.046,0.974
12090371,1.232,-0.618,1.053,1.224
12090372,1.189,-0.514,1.631,0.019
12090373,0.475,-0.242,-0.226,1.287
12090406,0.467,-0.436,-0.428,0.357
12090407,2.064,-0.824,0.391,0.892
12090415,-0.684,-0.752,0.011,0.394
12090420,-0.66,-0.933,-0.975,0.024
12090421,-1.094,-0.641,-0.814,-0.257
12090474,-0.951,-0.599,-1.253,-0.445
12090475,-0.238,-0.744,0.379,0.132
12090476,1.992,-0.679,-1.275,-0.621
12090477,0.353,-0.747,-1.217,-0.61
12090478,0.639,-0.411,-0.497,-0.21
12090479,0.125,-0.499,-0.93,-0.485
12090481,0.592,-0.883,-1.051,-0.232
12090482,0.563,-0.108,-0.756,-0.676
12090483,-0.926,-1.088,-2.149,-1.38
12090484,-0.689,-0.754,-1.175,-0.451
12090485,0.541,-0.373,0.121,-0.453
12090486,0.053,-0.308,-0.196,0.15
12090487,1.053,-0.529,0.077,0.104
12090488,1.265,-0.01,-0.884,0.241
12090489,0.892,0.156,0.183,0.898
12090490,2.132,1.682,-1.29,-0.224
12090491,-1.145,-0.121,-0.308,-0.923
12090492,2.103,5.81,-0.416,0.67
12090493,1.56,-0.09,-0.417,-0.347
12090494,2.397,1.303,-0.223,0.532
12090495,2.006,1.156,-0.039,0.473
12090496,1.765,-0.238,-0.997,-0.15
12090497,0.912,0.724,-0.124,0.377
12090498,0.427,-0.496,-0.872,-0.233
12090500,2.563,1.412,-0.851,0.649
12090501,2.771,-0.087,-0.272,0.545
12090502,2.449,0.227,-0.886,-0.706
12090506,0.952,0.774,-0.748,-0.34
12090507,1.506,0.316,-1.056,-0.6
12090508,-0.457,-0.496,-0.898,-0.397
12090509,2.008,0.497,-0.969,-0.04
12090510,1.687,0.363,-0.43,-0.368
12090513,1.606,0.169,-1.258,0.422
12090514,0.203,-0.09,-1.04,-0.651
12090516,-0.809,-0.691,0.127,-0.767
12090517,1.127,-0.318,0.152,-0.983
12090518,-1.121,-0.359,-0.626,-0.983
12090520,2.258,0.509,-0.846,-0.41
12090521,0.675,0.715,-1.389,-0.477
12090523,1.96,0.417,-1.121,-0.342
12090528,1.6,0.428,-0.068,-0.566
12090530,2.424,0.424,-0.793,-0.077
12090531,2.019,0.683,-1.031,0.577
12090532,2.697,1.237,-0.236,1.874
12090533,0.133,-0.436,-0.153,-0.829
12090534,2.069,0.995,-0.651,0.096
12090536,1.781,-0.466,-0.231,-0.148
12090537,-0.196,-0.097,-1.128,-0.52
12090538,-0.566,-0.891,-0.772,-0.29
12090539,-0.232,0.523,0.16,-0.249
12090540,-0.894,-0.254,-0.608,-0.677
12090541,-0.674,0.282,-0.615,-1.048
12090542,0.098,-0.299,-0.309,-0.659
12090562,1.822,-0.501,-0.004,0.076
12090563,-0.957,-0.811,-0.13,0.031
12090564,-0.635,-0.778,-0.344,0
12090565,2.109,0.478,-0.344,-0.472
12090567,-0.78,0.806,-0.784,-0.983
12090569,1.538,1.356,-1.323,0.317
12090570,2.141,-0.839,-0.246,-0.468
12090571,-1.128,-0.75,-0.595,-0.495
12090572,2.872,0.235,-1.437,-0.638
12090573,2.351,-0.359,-0.505,0.081
12090574,0.422,-0.177,-0.416,-0.461
12090576,1.18,-0.338,-0.194,0.537
12090577,2.806,-0.185,-0.598,0.954
12090578,0.782,0.237,-0.688,-0.372
12090579,0.52,-0.405,0.812,-0.815
12090580,1.764,0.661,0.921,-0.639
12090581,1.407,0.845,-1.3,-0.693
12090582,1.054,0.007,2.114,-0.544
12090583,-0.379,-0.931,2.067,1.315
12090591,-0.497,-0.942,1.525,0.519
12090592,-0.416,-0.998,1.278,0.802
12090593,-0.651,-0.864,0.891,0.757
12090594,0.271,-0.843,0.075,0.131
12090595,-0.812,-0.858,0.441,0.778
12090596,-0.746,-0.871,0.378,-0.001
12090597,-0.985,-0.844,-0.759,0.048
12090598,-0.688,-0.926,-0.299,-0.001
12090599,-1.018,-0.895,-0.846,-0.361
12090600,-0.959,-0.859,-1.037,-0.402
12090602,-1.176,-0.895,-1.362,-0.451
12090608,-1.184,-0.762,-0.856,-0.806
12090609,-0.049,-0.721,-0.762,-0.164
12090610,-1.061,-0.999,-0.067,-0.835
12090611,-0.789,-0.812,0.123,-0.063
12090612,-0.615,-0.77,-0.428,-0.415
12090613,-0.742,-0.707,-0.704,-0.188
12090614,-0.353,-0.603,-0.346,0.281
12090615,-0.809,-0.795,0.616,-0.214
12090616,-0.976,-0.81,0.107,0.212
12090617,0.214,-1.053,0.46,-0.113
12090618,-0.158,-0.602,-0.47,0.003
12090619,-0.077,-0.219,-0.353,-0.383
12090620,-0.698,-0.847,-0.724,-0.033
12090621,-0.259,-0.601,1.099,-0.098
12090622,0.202,-0.781,0.506,0.256
12090623,-0.188,-0.591,-0.263,-0.126
12090624,-0.55,-0.821,0.431,-0.1
12090625,0.457,-0.92,0.317,0.47
12090627,-0.958,-0.701,-0.554,-0.281
12090628,-0.669,-0.894,-1.325,-0.209
12090629,-0.064,-0.544,-1.271,-0.456
12090630,-0.413,-0.794,-0.809,-0.121
12090631,-0.336,-0.589,0.539,-0.105
12090632,-0.68,0.287,-0.51,-0.669
12090633,1.266,-0.507,-0.41,0.644
12090634,0.988,-0.416,-0.768,1.367
12090635,-0.141,-0.109,-0.565,0.006
12090636,0.38,-0.79,0.479,0.573
12090637,1.554,-0.577,0.492,-0.248
12090638,-0.415,-0.66,0.218,-0.33
12090641,-1.301,-0.443,-1.279,-0.905
12090642,-1.113,-0.386,-1.532,-0.809
12090643,-1.405,-0.764,-1.539,-0.988
12090648,-0.979,-0.726,-2.142,-0.424
12090649,-0.204,-0.342,-1.404,0.281
12090650,-0.732,-0.326,-0.885,-0.169
12090651,-0.435,-0.551,-0.621,-0.06
12090652,-0.568,-0.509,-0.988,-0.232
12090653,-0.21,-0.546,-0.786,-0.758
12090655,0.064,-0.645,-0.987,-0.185
12090656,-0.836,-0.719,-0.389,-0.38
12090657,-0.943,-0.714,-1.36,-0.433
12090658,-0.868,-0.789,-0.033,-0.335
12090659,-1.163,-1.022,-0.28,-0.33
12090660,-0.928,-0.924,-0.286,-0.456
12090661,-0.801,-0.936,-0.537,-0.389
12090662,-0.919,-0.879,-0.779,-0.302
12090663,-0.527,-0.8,1.201,0.586
12090664,-0.795,-0.812,-0.321,-0.289
12090665,-0.767,-0.997,0.131,-0.565
12090666,-0.226,-0.677,0.037,0.184
12090667,-0.828,-0.939,0.309,-0.283
12090668,-0.456,-0.933,0.702,-0.433
12090671,-0.832,-0.79,0.031,-0.317
12090672,-0.892,-1.019,0.292,-0.801
12090673,-1.047,-0.872,1.114,-0.856
12090674,-0.771,-0.664,-0.123,-0.38
12090677,-0.303,-0.861,0.767,-0.455
12090680,-1.306,-0.932,-1.717,-0.766
12090682,-0.909,-0.65,0.067,-0.534
12090683,-1.428,-0.9,-1.751,-0.855
12090684,-0.687,-0.811,-1.229,-0.483
12090685,-0.922,-1.028,0.595,-0.375
12090687,-1.056,-0.878,-1.013,-0.894
12090688,-1.308,-0.727,-1.757,-0.745
12090690,-0.635,-0.682,-0.71,-0.024
12090691,-0.742,-1,-0.527,-0.176
12090693,-0.903,-0.62,-1.282,-0.511
12090694,-0.994,-0.84,-1.041,-0.382
12090695,-1.23,-0.759,-1.623,-0.517
12090696,-0.82,-0.988,-1.382,-0.439
12090697,-0.295,-0.784,-1.617,-0.415
12090698,1.122,-0.746,0.294,0.408
12090699,-0.576,-0.724,-0.989,0.198
12090700,-0.961,-0.675,0.743,0.434
12090701,-0.59,-0.668,-0.675,0.107
12090702,-0.526,-0.92,0.033,0.071
12090703,-0.547,-0.928,-0.324,-0.134
12090704,-0.951,-0.698,0.118,-0.041
12090705,-1.006,-0.698,-0.164,-0.404
12090706,-0.96,-0.822,-1.111,-0.701
12090707,0.345,-0.44,-0.624,0.594
12090708,-1.364,-0.696,-1.159,-0.437
12090710,-0.237,-0.706,-0.017,0.808
12090711,0.234,-1.074,-0.048,0.693
12090712,-0.961,-0.667,-0.488,-0.349
12090717,-0.956,-0.886,-0.352,0.126
12090719,-1.059,-0.86,-1.122,-0.593
12090721,-0.161,-0.917,-0.347,1.112
12090722,-0.631,-0.211,-0.069,0.087
12090723,-0.879,-0.743,-0.567,-0.245
12090724,-0.43,-0.721,0.389,0.092
12090725,-0.386,-0.664,0.152,-0.653
12090728,-0.166,0.037,-1.041,-0.268
12090729,-0.47,-0.993,-0.332,-1.013
12090730,-0.788,-0.346,-0.115,-0.647
12090731,-0.751,-0.802,-0.561,-0.887
12090733,-0.003,-0.382,-2.009,0.336
12090734,-0.471,-0.649,-0.153,0.071
12090735,-0.108,-0.573,-1.536,-0.275
12090736,-0.551,-0.751,-0.615,-0.179
12090737,-0.253,-0.877,-0.29,-0.065
12090738,-0.695,-0.718,-1.15,-0.245
12090739,-0.639,-0.614,-1.974,-0.233
12090740,-0.85,-0.817,0.04,-0.46
12090741,-0.288,-0.72,0.526,-0.234
12090743,-0.984,-0.954,-1.269,-0.472
12090745,-0.481,-0.661,-1.511,-0.005
12090746,-0.879,-0.73,-0.987,-0.495
12090747,-1.049,-0.667,-1.442,-0.807
12090748,-0.477,-0.337,-1.043,-0.44
12090750,-0.906,-0.958,-2.125,-0.665
12090751,-0.654,-0.564,-0.893,-0.781
12090752,-1.101,-0.557,-0.28,-0.421
12090753,-0.869,-0.911,-0.827,-0.927
12090754,-1.376,-0.576,-0.594,-0.911
12090755,-1.362,-0.813,0.174,-1.206
12090756,-1.402,-0.828,-0.381,-0.919
12090757,-1.22,-0.987,-0.839,-0.887
12090758,-0.495,-0.778,-0.881,-0.137
12090759,-1.18,-0.411,-0.409,-0.896
12090760,0.774,-0.428,0.329,-0.283
12090761,-0.269,-0.363,-0.741,-0.048
12090762,0.897,-0.766,-1.244,0.192
12090763,0.804,-0.314,-0.146,0.094
12090764,-0.021,-0.722,-0.864,0.192
12090765,-0.773,-0.83,0.474,-0.534
12090769,-0.954,-0.791,-1.203,-0.329
12090770,-0.657,-0.756,-1.559,-0.217
12090771,-0.94,-0.581,-0.6,-0.23
12090772,-0.429,-0.295,-0.022,-0.059
12090773,-0.407,-0.796,-0.168,0.084
12090774,-0.422,-0.711,-0.766,0.162
12090775,-0.029,-0.944,1.386,-0.198
12090776,-0.841,-0.654,-0.465,0.128
12090777,-0.761,-0.782,-0.2,0.54
12090778,1.243,-0.656,-1.145,-0.172
12090779,-0.663,-0.332,-0.119,-0.836
12090780,-1.032,-0.902,-0.267,-0.603
12090781,-1.021,-0.835,0.253,-0.277
12090782,-1.169,-0.838,-0.179,-0.768
12090783,0.01,-0.107,-0.034,-0.903
12090784,-1.123,-0.42,-0.231,-0.807
12090785,-1.411,-0.797,0.6,-1.14
12090786,0.304,-0.5,1.218,-0.811
12090787,-1.268,-0.827,-0.023,-0.65
12090788,-0.352,-0.81,0.122,-0.015
12090789,0.71,-0.126,0.523,0.203
12090790,-0.333,-0.268,0.061,-0.381
12090792,-0.618,-0.446,-0.827,-1.034
12090793,-0.818,-0.795,-0.784,-0.672
12090794,-0.638,-0.826,1.184,-0.019
12090795,-0.416,-0.685,-0.003,0.624
12090796,-0.919,-0.947,-0.01,-0.598
12090797,-0.981,-0.968,-0.818,-0.591
12090798,-0.278,0.091,0.763,1.403
12090799,-1.373,-0.81,-0.995,-0.575
12090805,-1.062,-0.887,-0.99,-0.854
12090808,-0.437,-0.649,0.3,0.482
12090809,-0.644,-0.861,1.049,-0.625
12090810,-0.959,-0.874,-1.07,-0.463
12090811,-1.307,-0.893,-0.731,-0.818
12090812,-0.635,-0.986,-0.047,-0.38
12090813,0.107,-0.671,0.631,0.922
12090814,-0.78,-0.71,-0.742,-0.218
12090815,-0.81,-0.828,-0.333,-0.117
12090816,-0.903,-0.089,0.795,0.597
12090817,-0.432,0.535,1.411,1.737
12090818,-0.836,-0.845,-0.675,-0.187
12090819,-0.571,-0.741,-1.218,0.754
12090820,-0.666,-0.767,-0.021,-0.268
12090823,-0.615,-0.813,-0.252,0.201
12090824,-0.267,-0.78,0.11,-0.229
12090828,-0.578,-0.751,0.076,0.088
12090832,-0.837,-1.049,-0.056,-0.248
12090835,-0.884,-0.834,-0.699,0.334
12090836,-0.997,-0.836,-1.165,0.013
12090837,-1.452,-0.917,-0.262,-0.102
12090838,-0.805,-0.634,0.242,0.17
12090840,0.131,0.123,-1.515,-0.924
12090841,1.786,-0.071,-0.335,-0.707
12090842,0.938,-0.504,2.426,-1.354
12090843,-0.059,-0.436,0.643,-0.466
12090844,0.696,-0.24,-1.045,-0.613
12090846,1.33,-0.324,-0.963,0.419
12090847,2.378,1.478,0.695,4.561
12090848,1.423,-0.42,-0.946,-0.324
12090849,0.282,-0.624,-1.174,-0.301
12090850,0.278,-0.973,-0.652,-0.566
12090851,-0.045,-0.916,-1.444,-0.732
12090852,0.517,-0.698,-1.728,-0.389
12090853,2.492,-0.068,-1.532,-0.751
12090854,2.528,-0.334,-1.571,-0.704
12090855,2.089,-0.21,-0.739,-1.029
12090856,2.448,0.142,-0.267,-0.884
12090858,3.404,-1.002,0.501,1.315
12090860,2.665,1.65,-1.775,0.506
12090863,2.589,-0.155,-1.263,-0.305
12090864,2.582,-0.193,-1.211,-0.229
12090865,2.964,1.321,-1.061,-0.179
12090866,2.773,-0.359,-0.372,-0.363
12090867,2.885,0.846,-1.181,0.157
12090868,2.118,0.497,-0.718,-0.461
12090869,1.57,0.12,-1.319,-0.433
12090870,2.591,0.686,-1.65,0.171
12090871,1.017,-0.588,-1.685,-0.107
12090872,0.86,-0.212,-1.614,-0.141
12090873,0.646,-0.325,-1.032,0.264
12090874,0.284,-0.349,-0.281,-0.421
12090875,0.057,-0.829,-0.694,-0.859
12090876,1.132,-0.369,-1.647,0.009
12090877,2.066,-0.439,-1.845,0.025
12090878,1.304,-0.54,-1.738,-0.587
12090879,-0.017,-0.768,-1.207,-0.422
12090880,2.147,-0.086,-1.4,-0.137
12090881,0.51,0.775,0.22,2.097
12090882,0.523,-0.405,-0.996,0.254
12090883,0.795,1.347,0.836,2.233
12090886,-0.253,-0.574,-0.017,0.029
12090888,-0.429,-0.803,-0.142,-0.208
12090890,-0.514,-0.621,-1.042,-0.555
12090891,1.69,0.071,1.019,-0.769
12090892,1.372,-0.189,1.414,-0.608
12090893,-0.15,-0.304,-1.047,0.4
12090894,0.154,-1.019,0.988,0.754
12090895,-0.796,-0.843,-1.526,-0.144
12090896,0.551,-0.5,0.353,0.795
12090897,1.864,0.057,0.512,1.915
12090898,1.382,0.494,-0.759,1.59
12090899,0.06,-0.531,-0.392,0.741
12090900,0.049,-0.672,0.661,0.275
12090902,0.787,0.135,-0.939,-0.644
12090903,-0.939,-0.658,-1.905,-0.658
12090904,-0.639,-0.76,-0.944,-0.809
12090905,-1.181,-0.594,-1.046,-0.641
12090909,-0.795,-0.615,0.221,-0.079
12090910,-0.51,-0.718,0.498,0.619
12090911,-0.682,-0.988,0.483,0.475
12090915,-0.897,-0.968,0.916,-0.507
12090916,-0.429,-0.809,-0.195,-0.133
12090917,-0.728,-0.631,0.048,-0.25
12090919,-0.845,-0.543,-1.399,-0.787
12090920,-0.543,-0.59,-0.716,-0.58
12090921,-0.478,-1.014,2.022,0.371
12090922,-0.107,-1.239,0.967,-0.013
12090924,-0.383,-0.901,1.993,0.71
12090925,-1.051,-0.76,-1.552,-0.608
12090926,-1.137,-0.847,-0.716,-0.766
12090927,-0.313,-0.305,-0.861,0.143
12090928,-1.22,-0.905,-1.546,-0.544
12090929,-1.179,-1.022,-1.404,-0.578
12090930,-1.128,-0.71,-1.745,-1.036
12090932,-0.608,-0.838,1.449,0.819
12090933,-0.658,-0.904,1.635,-0.025
12090934,2.213,0.377,1.602,-0.988
12090936,2.159,-0.018,-0.028,-0.614
12090937,2.374,2.048,-1.01,0.662
12090939,2.378,0.842,-0.55,-0.194
12090941,-0.621,-0.955,-0.103,0.413
12090942,-0.278,-0.822,0.198,0.423
12090943,-0.791,-0.95,-0.249,0.127
12090944,-0.512,-0.754,-0.13,0.332
12090945,-0.788,-0.845,-1.154,-0.218
12090947,-1.297,-0.829,-0.877,-0.753
12090948,-1.45,-0.829,-1.61,-0.958
12090950,-0.353,-0.329,-0.21,-1.191
12090951,0.644,0.711,-1.447,-0.241
12090952,0.332,-0.249,0.26,-0.778
12090954,-1.202,-0.842,-1.25,-0.605
12090955,-1.162,-1.05,-1.531,-0.708
12090956,2.863,1.285,-2.667,1.086
12090957,1.95,1.617,-0.518,0.631
12090958,0.783,1.21,-0.944,-0.45
12090960,0.145,-0.479,-0.241,0.487
12090962,1.264,-0.283,-0.236,-0.332
12090963,3.92,-0.802,3.751,-0.453
12090965,2.86,0.556,-0.333,0.156
12090966,-0.849,-0.656,1.07,-0.653
12090967,0.087,0.409,-1.835,-0.936
12090969,2.388,0.487,-1.042,-0.478
12090970,1.035,-0.02,-1.007,-0.562
12090972,-0.298,-0.733,-1.027,0.08
12090973,-0.659,-0.478,-0.918,-0.208
12090974,-1.223,-1.086,-1.453,-1.084
12090976,-1.015,-0.924,-0.448,-0.842
12090977,-1.085,-0.918,-0.345,0.023
12090978,-0.22,-0.864,-0.758,-0.605
12090980,-0.351,-0.771,-0.282,0.073
12090981,-0.966,-0.663,-0.881,-0.231
12090982,-1.169,-0.857,-0.277,-0.418
12090983,-1.161,-0.846,-0.685,-0.479
12090984,-0.013,-0.929,0.502,-0.192
12090985,-0.856,-0.831,-0.705,0.07
12090986,-0.936,-0.811,-0.846,-0.48
12090988,-0.959,-1.056,-0.781,-0.455
12090989,-1.284,-0.836,-1.946,-1.225
12090990,-1.239,-0.965,0.042,-0.59
12090992,-1.203,-0.594,-1.614,-0.834
12090993,-0.535,-0.782,-0.634,-0.25
12090994,-0.007,-0.818,-0.458,-0.63
12090995,-0.977,-0.753,-1.136,-0.871
12090996,-1.151,-0.627,-1.107,-0.816
12090997,-0.478,-0.388,-1.206,-1.125
12090998,-0.061,-0.683,-0.556,0.578
12090999,-0.938,-0.019,-2.109,-0.576
12091000,-1.14,-0.72,-0.735,-0.731
12091002,2.01,-0.898,2.805,-0.432
12091003,0.384,-0.375,2.412,3.192
12091004,0.936,-0.808,3.29,-1.13
12091005,-0.039,-0.561,0.662,-1.011
12091006,-1.045,-0.904,-1.541,-0.602
12091007,-1.401,-0.485,-1.716,-0.978
12091008,-0.775,-0.849,-0.845,-0.202
12091010,1.172,0.21,0.257,-0.416
12091011,0.677,0.642,-0.53,-0.884
12091012,0.099,0.495,-1.031,-0.88
12091013,0.092,0.5,-0.982,-0.742
12091014,1.068,0.5,-0.451,-0.684
12091015,2.406,0.503,-1.287,-0.566
12091016,1.795,0.816,-1.049,-0.791
12091017,0.606,0.291,-1.215,-1.021
12091018,0.943,0.509,-0.996,-1.085
12091019,-1.17,-0.764,-2.053,-1.108
12091020,-1.185,-0.657,-1.901,-0.702
12091021,1.222,0.18,0.806,-1.101
12091022,0.614,1.355,-1.06,-0.928
12091023,1.626,1.458,-0.262,-0.878
12091024,-0.92,-0.903,-1.18,-0.395
12091025,-1.213,-0.872,-0.469,-0.087
12100077,-0.377,-0.892,1.933,0.06
12100078,-0.128,-0.836,0.912,0.39
12100079,0.737,-0.916,1.232,0.251
12100080,-0.144,-1.053,1.591,-0.277
12100081,-0.73,-0.817,0.017,0.793
12100082,-0.466,-0.884,0.557,0.018
12100083,-0.758,-0.882,0.134,-0.186
12100084,-0.937,-0.907,-0.166,0.028
12100085,-0.557,-0.957,-0.058,0.111
12100086,-0.831,-0.978,-0.352,0.229
12100087,-0.283,-0.764,-0.246,-0.167
12100088,0.891,-0.385,0.174,0.528
12100089,0.765,-0.272,0.706,0.341
12100090,-0.017,-0.776,0.116,-0.109
12100091,-0.976,-0.885,0.14,-0.68
12100092,-0.686,-1.027,-0.527,-0.476
12100093,0.94,-0.877,1.355,-0.193
12100094,-1.113,-0.773,-0.426,-0.526
12100095,-1.112,-1.003,0.694,-0.749
12100096,-0.903,-0.94,-0.767,-0.871
12100097,-0.946,-0.838,-0.038,-0.404
12100098,-0.635,-0.962,1.005,0.074
12100099,-0.364,-0.908,-0.721,0.073
12100100,-0.337,-0.946,0.116,0.345
12100101,-0.411,-0.89,1.462,-0.058
12100102,-0.898,-0.956,-0.417,0.303
12100103,-0.845,-0.838,-0.419,0.045
12100104,0.073,-0.619,-0.377,0.478
12100105,0.03,-0.841,0.415,0.116
12100106,-0.125,-0.783,-0.651,0.771
12100107,-0.621,-0.813,0.717,-0.314
12100108,-0.163,-0.612,0.875,1.022
12100109,1.475,-0.786,1.779,0.869
12100110,1.364,-0.675,-0.764,1.26
12100111,0.738,-0.702,0.324,0.654
12100112,1.259,-0.793,0.148,0.607
12100113,-0.081,-0.648,0.425,0.663
12100114,1.599,-0.477,0.244,1.047
12100115,2.04,-0.362,0.402,0.301
12100116,2.219,-0.645,0.366,0.241
12100117,1.675,-0.804,0.661,0.931
12100118,2.246,-0.776,0.848,0.613
12100119,1.37,-0.701,0.754,-0.288
12100120,0.49,-0.535,-0.445,-0.254
12100121,1.423,-0.796,1.177,-0.074
12100122,1.161,-0.926,0.051,0.389
12100123,-0.255,-1,0.152,-0.353
12100124,1.124,-0.57,0.361,0.759
12100125,1.106,-0.459,0.267,1.767
12100126,-0.279,-0.904,0.841,0.471
12100127,-0.858,-0.634,0.579,0.726
12100128,0.236,-0.86,-0.48,0.283
12100129,-0.311,-0.823,0.017,0.524
12100130,-0.634,-0.911,-0.7,-0.357
12100131,-0.42,-0.909,-0.321,0.147
12100132,-0.645,-1.024,0.032,-0.282
12100133,-0.07,-0.881,0.733,0.372
12100134,-0.195,-0.949,0.532,0.421
12100135,-0.71,-0.606,0.048,0.337
12100136,-0.267,-0.853,0.735,0.212
12100137,-0.357,-1.06,2.407,0.325
12100138,-0.699,-0.861,-0.41,0.024
12100139,-0.438,-0.713,0.195,0.157
12100140,-0.055,-0.906,-0.452,0.256
12100141,0.229,-0.777,0.1,0.392
12100142,0.76,-0.863,1.112,0.081
12100143,0.201,-0.831,0.657,0.583
12100144,1.777,-0.1,0.474,0.351
12100145,0.179,-0.438,-0.45,0.483
12100146,0.683,-0.166,-0.187,-0.301
12100147,-0.112,-0.438,0.303,-0.104
12100148,0.88,-0.264,0.419,-0.303
12100149,-0.085,-0.578,0.275,3.636
12100150,0.083,-0.395,0.402,4.792
12100151,0.337,-0.778,0.808,0.414
12100152,-0.306,-0.836,0.779,0.167
12100153,-0.79,-1.012,-0.35,-0.32
12100154,-0.668,-0.939,-0.2,-0.281
12100155,-0.485,-0.738,-0.365,-0.113
12100156,0.603,-0.291,0.503,-0.198
12100157,0.395,-0.719,0.193,0.308
12100158,-0.488,-0.862,0.372,0.259
12100159,-0.599,-0.775,0.483,0.418
12100160,-0.867,-1.182,-0.195,-0.077
12100161,-0.898,-0.914,0.177,-0.445
12100162,-0.67,-0.849,0.178,0.121
12100163,0.225,-0.941,0.154,-0.051
12100164,0.719,-0.668,0.892,0.661
12100165,-0.126,-1.031,-0.415,0.013
12100166,-0.46,-1.015,-0.876,-0.233
12100168,-1.086,-0.943,-0.158,-0.177
12100169,-0.482,-0.878,0.97,1.073
12100170,-0.651,-0.94,1.804,0.392
12110052,-0.248,-0.865,1.441,0.014
12110053,-0.616,-0.818,0.46,0.679
12110054,-0.625,-0.947,1.492,0.49
12110055,-0.223,-0.727,2.028,0.967
12110056,-0.665,-0.672,0.459,1.132
12110057,-0.277,-0.966,1.695,-0.535
12110058,-0.505,-0.914,1.175,-0.331
12110059,-0.124,-0.972,0.989,-0.325
12110060,-0.775,-0.789,0.648,0.281
12110061,-0.244,-0.136,0.821,1.456
12110062,-0.056,-0.652,0.329,-0.07
12110063,1.542,-0.295,1.405,0.421
12110064,-0.194,-0.866,0.32,0.29
12110065,-0.65,-1.124,0.189,0.186
12110066,1.1,-0.958,1.882,1.023
12110067,0.036,-0.962,0.293,0.753
12110068,-0.009,-0.731,0.433,1.131
12110069,0.551,-0.716,1.088,1.437
12110070,-0.105,-0.729,0.915,1.22
12110071,-0.21,-1.2,0.937,-0.125
12110072,0.468,-0.84,0.362,1.14
12110073,-0.079,-0.721,1.636,0.821
12110074,0.05,-0.972,1.14,0.268
12110075,-0.466,-0.996,0.608,0.573
12110076,-0.512,-1.019,1.367,-0.097
12110077,-0.109,-1.103,0.813,0.462
12110078,-0.115,-1.136,1.074,0.562
12110079,-0.472,-0.942,1.712,0.003
12110080,-0.721,-0.845,1.58,-0.024
12110081,0.457,-0.898,1.827,0.314
12110082,0.051,-0.98,1.318,0.364
12110083,0.006,-0.849,0.947,0.191
12110084,-0.436,-1.13,2.327,-0.147
12110085,-0.494,-1.119,1.75,0.528
12110086,-0.391,-0.983,2.396,0.31
12110087,0.17,-0.902,0.777,1.128
12110088,-0.792,-0.877,2.507,0.747
12110089,-0.048,-0.871,0.97,1.145
12110090,-0.38,-1.099,1.435,0.183
12110091,0.237,-0.713,1.002,0.973
12110092,0.393,-1.02,0.074,0.774
12110093,0.268,-0.772,0.506,1.359
12110094,0.212,-0.673,0.925,0.676
12110095,0.596,-0.866,2.284,0.917
12110096,0.546,-0.785,0.104,1.259
12110097,1.784,-0.993,0.129,1.026
12110098,1.215,-0.815,-0.288,1.485
12110099,1.724,-0.713,1.682,0.618
12110100,0.8,-0.764,0.711,1.273
12110101,1.305,-1.017,1.024,0.397
12110102,-0.009,-0.993,0.12,0.034
12110103,0.896,-1.007,0.898,0.494
12110104,-0.514,-0.894,-0.113,-0.084
12110105,0.448,-0.361,0.339,0.616
12110106,0.013,-0.566,0.081,-0.1
12110107,0.151,-0.625,0.942,-0.296
12110108,0.402,-0.573,1.264,0.624
12110109,0.681,-0.697,0.666,0.778
12110110,0.42,-0.727,1.894,0.996
12110111,-0.885,-0.856,0.585,-0.284
12110112,-0.519,-0.98,-0.598,-0.345
12110113,0.04,-0.892,0.668,0.166
12110114,-0.798,-0.757,1.112,-0.096
12110115,-0.86,-0.893,0.073,-0.181
12110116,-0.616,-0.945,1.772,-0.014
12110117,-0.617,-0.88,0.961,0.041
12110118,-0.348,-1.189,1.644,-0.107
12120063,-0.554,-0.082,0.242,0.511
12120064,-0.254,-0.898,-0.576,0.611
12120065,-0.585,-0.723,1.249,0.282
12120066,-0.779,-0.816,0.978,0.508
12120068,-0.802,-0.817,1.329,0.742
12120069,-0.751,-0.998,1.452,-0.48
12120071,0.197,-0.816,0.572,0.572
12120072,-0.518,-0.936,0.495,0.579
12120073,-0.052,-0.844,1.129,0.377
12120074,0.588,-0.61,1.028,0.141
12120075,1.051,-0.116,1.418,2.082
